t	y1.0	y33.5	y55.2	y62.0	y90.5	y227.0	y399.3
1.7	0.086941	0.91683	0.94514	0.95023	0.97012	0.99093	0.99507
1.71	0.087384	0.91695	0.94538	0.95058	0.97057	0.99102	0.99512
1.72	0.087826	0.91707	0.94564	0.95095	0.97101	0.9911	0.99516
1.73	0.088268	0.9172	0.9459	0.95132	0.97144	0.99119	0.99521
1.74	0.088708	0.91734	0.94618	0.9517	0.97187	0.99127	0.99526
1.75	0.089148	0.91748	0.94648	0.95209	0.97229	0.99135	0.9953
1.76	0.089586	0.91763	0.94678	0.95249	0.9727	0.99144	0.99535
1.77	0.090024	0.91779	0.94709	0.95289	0.97311	0.99152	0.99539
1.78	0.090461	0.91795	0.94742	0.9533	0.9735	0.9916	0.99544
1.79	0.090897	0.91812	0.94776	0.95372	0.97389	0.99168	0.99548
1.8	0.091332	0.9183	0.9481	0.95414	0.97427	0.99176	0.99553
1.81	0.091767	0.91848	0.94846	0.95457	0.97465	0.99184	0.99557
1.82	0.092201	0.91867	0.94882	0.955	0.97501	0.99191	0.99561
1.83	0.092633	0.91887	0.94919	0.95543	0.97537	0.99199	0.99566
1.84	0.093066	0.91908	0.94957	0.95587	0.97572	0.99207	0.9957
1.85	0.093497	0.91929	0.94995	0.95631	0.97606	0.99214	0.99574
1.86	0.093927	0.91951	0.95034	0.95676	0.9764	0.99222	0.99578
1.87	0.094357	0.91974	0.95074	0.9572	0.97672	0.99229	0.99582
1.88	0.094786	0.91997	0.95114	0.95765	0.97704	0.99236	0.99586
1.89	0.095215	0.92021	0.95155	0.9581	0.97735	0.99244	0.9959
1.9	0.095642	0.92046	0.95196	0.95854	0.97766	0.99251	0.99594
1.91	0.096069	0.92072	0.95238	0.95899	0.97795	0.99258	0.99598
1.92	0.096495	0.92098	0.9528	0.95944	0.97824	0.99265	0.99602
1.93	0.096921	0.92125	0.95322	0.95988	0.97852	0.99272	0.99606
1.94	0.097346	0.92152	0.95364	0.96033	0.9788	0.99279	0.9961
1.95	0.09777	0.9218	0.95407	0.96077	0.97906	0.99286	0.99614
1.96	0.098193	0.92209	0.9545	0.96122	0.97932	0.99293	0.99617
1.97	0.098616	0.92239	0.95493	0.96166	0.97958	0.993	0.99621
1.98	0.099038	0.92269	0.95536	0.9621	0.97983	0.99306	0.99625
1.99	0.09946	0.92299	0.9558	0.96253	0.98007	0.99313	0.99628
2	0.099881	0.9233	0.95623	0.96297	0.9803	0.99319	0.99632
2.01	0.1003	0.92362	0.95666	0.9634	0.98053	0.99326	0.99636
2.02	0.10072	0.92395	0.9571	0.96382	0.98075	0.99332	0.99639
2.03	0.10114	0.92428	0.95753	0.96425	0.98097	0.99339	0.99643
2.04	0.10156	0.92461	0.95796	0.96467	0.98118	0.99345	0.99646
2.05	0.10198	0.92495	0.95839	0.96509	0.98139	0.99351	0.99649
2.06	0.10239	0.92529	0.95882	0.9655	0.98159	0.99357	0.99653
2.07	0.10281	0.92564	0.95925	0.96591	0.98178	0.99364	0.99656
2.08	0.10323	0.926	0.95968	0.96631	0.98198	0.9937	0.9966
2.09	0.10364	0.92636	0.9601	0.96671	0.98216	0.99376	0.99663
2.1	0.10406	0.92672	0.96053	0.96711	0.98234	0.99382	0.99666
2.11	0.10447	0.92709	0.96095	0.9675	0.98252	0.99387	0.99669
2.12	0.10489	0.92746	0.96137	0.96788	0.98269	0.99393	0.99673
2.13	0.1053	0.92783	0.96178	0.96826	0.98286	0.99399	0.99676
2.14	0.10571	0.92821	0.96219	0.96864	0.98303	0.99405	0.99679
2.15	0.10612	0.9286	0.9626	0.96901	0.98319	0.9941	0.99682
2.16	0.10654	0.92898	0.96301	0.96938	0.98335	0.99416	0.99685
2.17	0.10695	0.92937	0.96341	0.96974	0.9835	0.99422	0.99688
2.18	0.10736	0.92977	0.96381	0.97009	0.98365	0.99427	0.99691
2.19	0.10777	0.93016	0.96421	0.97045	0.9838	0.99433	0.99694
2.2	0.10818	0.93056	0.9646	0.97079	0.98394	0.99438	0.99697
2.21	0.10859	0.93096	0.96499	0.97113	0.98409	0.99443	0.997
2.22	0.109	0.93137	0.96537	0.97147	0.98423	0.99449	0.99703
2.23	0.10941	0.93178	0.96576	0.9718	0.98436	0.99454	0.99706
2.24	0.10981	0.93218	0.96613	0.97212	0.9845	0.99459	0.99709
2.25	0.11022	0.9326	0.9665	0.97244	0.98463	0.99464	0.99712
2.26	0.11063	0.93301	0.96687	0.97276	0.98476	0.99469	0.99714
2.27	0.11104	0.93342	0.96724	0.97307	0.98488	0.99474	0.99717
2.28	0.11144	0.93384	0.9676	0.97337	0.98501	0.99479	0.9972
2.29	0.11185	0.93426	0.96795	0.97367	0.98513	0.99484	0.99723
2.3	0.11225	0.93468	0.9683	0.97397	0.98525	0.99489	0.99725
2.31	0.11266	0.9351	0.96865	0.97426	0.98537	0.99494	0.99728
2.32	0.11306	0.93552	0.96899	0.97454	0.98549	0.99499	0.99731
2.33	0.11347	0.93594	0.96933	0.97482	0.9856	0.99504	0.99733
2.34	0.11387	0.93637	0.96966	0.9751	0.98572	0.99508	0.99736
2.35	0.11428	0.93679	0.96999	0.97537	0.98583	0.99513	0.99738
2.36	0.11468	0.93722	0.97031	0.97563	0.98594	0.99518	0.99741
2.37	0.11508	0.93764	0.97063	0.97589	0.98605	0.99522	0.99743
2.38	0.11548	0.93807	0.97095	0.97615	0.98616	0.99527	0.99746
2.39	0.11589	0.93849	0.97126	0.9764	0.98627	0.99531	0.99748
2.4	0.11629	0.93892	0.97156	0.97665	0.98637	0.99536	0.99751
2.41	0.11669	0.93934	0.97187	0.97689	0.98648	0.9954	0.99753
2.42	0.11709	0.93977	0.97216	0.97713	0.98658	0.99545	0.99756
2.43	0.11749	0.94019	0.97246	0.97737	0.98669	0.99549	0.99758
2.44	0.11789	0.94062	0.97274	0.9776	0.98679	0.99553	0.9976
2.45	0.11829	0.94104	0.97303	0.97782	0.98689	0.99557	0.99763
2.46	0.11869	0.94147	0.97331	0.97804	0.98699	0.99562	0.99765
2.47	0.11909	0.94189	0.97358	0.97826	0.98709	0.99566	0.99767
2.48	0.11949	0.94231	0.97385	0.97848	0.98719	0.9957	0.99769
2.49	0.11989	0.94273	0.97412	0.97869	0.98729	0.99574	0.99772
2.5	0.12029	0.94315	0.97438	0.9789	0.98739	0.99578	0.99774
2.51	0.12068	0.94357	0.97464	0.9791	0.98748	0.99582	0.99776
2.52	0.12108	0.94399	0.9749	0.9793	0.98758	0.99586	0.99778
2.53	0.12148	0.94441	0.97515	0.9795	0.98768	0.9959	0.9978
2.54	0.12188	0.94483	0.9754	0.97969	0.98777	0.99594	0.99783
2.55	0.12227	0.94524	0.97564	0.97988	0.98787	0.99598	0.99785
2.56	0.12267	0.94565	0.97588	0.98006	0.98796	0.99602	0.99787
2.57	0.12306	0.94606	0.97612	0.98025	0.98806	0.99605	0.99789
2.58	0.12346	0.94647	0.97635	0.98043	0.98815	0.99609	0.99791
2.59	0.12386	0.94688	0.97658	0.98061	0.98824	0.99613	0.99793
2.6	0.12425	0.94729	0.9768	0.98078	0.98834	0.99616	0.99795
2.61	0.12465	0.94769	0.97702	0.98095	0.98843	0.9962	0.99797
2.62	0.12504	0.94809	0.97724	0.98112	0.98852	0.99624	0.99799
2.63	0.12543	0.94849	0.97745	0.98129	0.98861	0.99627	0.99801
2.64	0.12583	0.94889	0.97767	0.98145	0.9887	0.99631	0.99803
2.65	0.12622	0.94929	0.97787	0.98161	0.98879	0.99634	0.99805
2.66	0.12662	0.94968	0.97808	0.98177	0.98888	0.99638	0.99807
2.67	0.12701	0.95008	0.97828	0.98193	0.98897	0.99641	0.99808
2.68	0.1274	0.95047	0.97848	0.98208	0.98906	0.99645	0.9981
2.69	0.12779	0.95085	0.97867	0.98223	0.98915	0.99648	0.99812
2.7	0.12819	0.95124	0.97887	0.98238	0.98924	0.99651	0.99814
2.71	0.12858	0.95162	0.97906	0.98253	0.98933	0.99655	0.99816
2.72	0.12897	0.952	0.97924	0.98268	0.98942	0.99658	0.99818
2.73	0.12936	0.95238	0.97943	0.98282	0.9895	0.99661	0.99819
2.74	0.12975	0.95276	0.97961	0.98296	0.98959	0.99665	0.99821
2.75	0.13015	0.95313	0.97979	0.9831	0.98968	0.99668	0.99823
2.76	0.13054	0.9535	0.97996	0.98324	0.98976	0.99671	0.99825
2.77	0.13093	0.95387	0.98014	0.98338	0.98985	0.99674	0.99826
2.78	0.13132	0.95424	0.98031	0.98351	0.98993	0.99677	0.99828
2.79	0.13171	0.9546	0.98048	0.98364	0.99002	0.9968	0.9983
2.8	0.1321	0.95496	0.98064	0.98377	0.9901	0.99683	0.99831
2.81	0.13249	0.95532	0.98081	0.9839	0.99019	0.99686	0.99833
2.82	0.13288	0.95567	0.98097	0.98403	0.99027	0.99689	0.99834
2.83	0.13327	0.95603	0.98113	0.98416	0.99035	0.99692	0.99836
2.84	0.13365	0.95638	0.98129	0.98428	0.99044	0.99695	0.99838
2.85	0.13404	0.95673	0.98144	0.98441	0.99052	0.99698	0.99839
2.86	0.13443	0.95707	0.9816	0.98453	0.9906	0.99701	0.99841
2.87	0.13482	0.95741	0.98175	0.98465	0.99068	0.99704	0.99842
2.88	0.13521	0.95775	0.9819	0.98477	0.99076	0.99707	0.99844
2.89	0.1356	0.95809	0.98205	0.98489	0.99084	0.99709	0.99845
2.9	0.13598	0.95842	0.98219	0.98501	0.99092	0.99712	0.99847
2.91	0.13637	0.95876	0.98234	0.98513	0.991	0.99715	0.99848
2.92	0.13676	0.95908	0.98248	0.98524	0.99108	0.99718	0.9985
2.93	0.13715	0.95941	0.98262	0.98535	0.99116	0.9972	0.99851
2.94	0.13753	0.95973	0.98276	0.98547	0.99124	0.99723	0.99853
2.95	0.13792	0.96005	0.9829	0.98558	0.99131	0.99726	0.99854
2.96	0.13831	0.96037	0.98304	0.98569	0.99139	0.99728	0.99856
2.97	0.13869	0.96069	0.98317	0.9858	0.99147	0.99731	0.99857
2.98	0.13908	0.961	0.9833	0.98591	0.99154	0.99733	0.99858
2.99	0.13946	0.96131	0.98344	0.98602	0.99162	0.99736	0.9986
3	0.13985	0.96162	0.98357	0.98613	0.99169	0.99738	0.99861
3.01	0.14023	0.96192	0.9837	0.98623	0.99176	0.99741	0.99862
3.02	0.14062	0.96222	0.98382	0.98634	0.99184	0.99743	0.99864
3.03	0.141	0.96252	0.98395	0.98645	0.99191	0.99746	0.99865
3.04	0.14139	0.96282	0.98407	0.98655	0.99198	0.99748	0.99866
3.05	0.14177	0.96311	0.9842	0.98665	0.99205	0.99751	0.99868
3.06	0.14216	0.96341	0.98432	0.98676	0.99213	0.99753	0.99869
3.07	0.14254	0.9637	0.98444	0.98686	0.9922	0.99755	0.9987
3.08	0.14293	0.96398	0.98456	0.98696	0.99227	0.99758	0.99872
3.09	0.14331	0.96427	0.98468	0.98706	0.99234	0.9976	0.99873
3.1	0.14369	0.96455	0.9848	0.98716	0.9924	0.99762	0.99874
3.11	0.14408	0.96482	0.98492	0.98726	0.99247	0.99764	0.99875
3.12	0.14446	0.9651	0.98503	0.98736	0.99254	0.99767	0.99876
3.13	0.14484	0.96537	0.98515	0.98746	0.99261	0.99769	0.99878
3.14	0.14523	0.96565	0.98526	0.98755	0.99267	0.99771	0.99879
3.15	0.14561	0.96591	0.98538	0.98765	0.99274	0.99773	0.9988
3.16	0.14599	0.96618	0.98549	0.98775	0.99281	0.99775	0.99881
3.17	0.14637	0.96644	0.9856	0.98784	0.99287	0.99778	0.99882
3.18	0.14675	0.96671	0.98571	0.98794	0.99294	0.9978	0.99883
3.19	0.14714	0.96696	0.98582	0.98803	0.993	0.99782	0.99885
3.2	0.14752	0.96722	0.98593	0.98812	0.99306	0.99784	0.99886
3.21	0.1479	0.96747	0.98604	0.98822	0.99313	0.99786	0.99887
3.22	0.14828	0.96773	0.98614	0.98831	0.99319	0.99788	0.99888
3.23	0.14866	0.96798	0.98625	0.9884	0.99325	0.9979	0.99889
3.24	0.14904	0.96822	0.98636	0.98849	0.99331	0.99792	0.9989
3.25	0.14942	0.96847	0.98646	0.98858	0.99337	0.99794	0.99891
3.26	0.1498	0.96871	0.98656	0.98867	0.99343	0.99796	0.99892
3.27	0.15018	0.96895	0.98667	0.98876	0.99349	0.99798	0.99893
3.28	0.15056	0.96919	0.98677	0.98885	0.99355	0.998	0.99894
3.29	0.15094	0.96942	0.98687	0.98894	0.99361	0.99802	0.99895
3.3	0.15132	0.96966	0.98697	0.98903	0.99367	0.99804	0.99896
3.31	0.1517	0.96989	0.98707	0.98912	0.99372	0.99805	0.99897
3.32	0.15208	0.97012	0.98717	0.9892	0.99378	0.99807	0.99898
3.33	0.15246	0.97035	0.98727	0.98929	0.99384	0.99809	0.99899
3.34	0.15284	0.97057	0.98737	0.98938	0.99389	0.99811	0.999
3.35	0.15322	0.9708	0.98747	0.98946	0.99395	0.99813	0.99901
3.36	0.1536	0.97102	0.98756	0.98955	0.994	0.99814	0.99902
3.37	0.15398	0.97124	0.98766	0.98963	0.99406	0.99816	0.99903
3.38	0.15436	0.97145	0.98776	0.98971	0.99411	0.99818	0.99904
3.39	0.15473	0.97167	0.98785	0.9898	0.99416	0.9982	0.99905
3.4	0.15511	0.97188	0.98794	0.98988	0.99421	0.99821	0.99906
3.41	0.15549	0.97209	0.98804	0.98996	0.99427	0.99823	0.99907
3.42	0.15587	0.9723	0.98813	0.99004	0.99432	0.99825	0.99908
3.43	0.15625	0.97251	0.98822	0.99012	0.99437	0.99826	0.99909
3.44	0.15662	0.97271	0.98832	0.99021	0.99442	0.99828	0.9991
3.45	0.157	0.97292	0.98841	0.99029	0.99447	0.9983	0.9991
3.46	0.15738	0.97312	0.9885	0.99036	0.99452	0.99831	0.99911
3.47	0.15775	0.97332	0.98859	0.99044	0.99457	0.99833	0.99912
3.48	0.15813	0.97352	0.98868	0.99052	0.99462	0.99835	0.99913
3.49	0.15851	0.97372	0.98877	0.9906	0.99467	0.99836	0.99914
3.5	0.15888	0.97391	0.98885	0.99068	0.99471	0.99838	0.99915
3.51	0.15926	0.9741	0.98894	0.99075	0.99476	0.99839	0.99916
3.52	0.15964	0.9743	0.98903	0.99083	0.99481	0.99841	0.99916
3.53	0.16001	0.97449	0.98912	0.99091	0.99486	0.99842	0.99917
3.54	0.16039	0.97467	0.9892	0.99098	0.9949	0.99844	0.99918
3.55	0.16076	0.97486	0.98929	0.99106	0.99495	0.99845	0.99919
3.56	0.16114	0.97504	0.98937	0.99113	0.99499	0.99847	0.9992
