t	y1.0	y44.7	y64.7	y102.0	y159.6	y232.0	y400.0
9.15	0.30784	0.99966	0.99988	0.99996	0.99998	0.99999	1
9.16	0.3081	0.99966	0.99988	0.99996	0.99998	0.99999	1
9.17	0.30837	0.99966	0.99988	0.99996	0.99998	0.99999	1
9.18	0.30863	0.99966	0.99988	0.99996	0.99998	0.99999	1
9.19	0.3089	0.99967	0.99988	0.99996	0.99998	0.99999	1
9.2	0.30916	0.99967	0.99988	0.99996	0.99998	0.99999	1
9.21	0.30943	0.99967	0.99988	0.99996	0.99998	0.99999	1
9.22	0.30969	0.99967	0.99988	0.99996	0.99998	0.99999	1
9.23	0.30996	0.99968	0.99988	0.99996	0.99998	0.99999	1
9.24	0.31022	0.99968	0.99989	0.99996	0.99998	0.99999	1
9.25	0.31049	0.99968	0.99989	0.99996	0.99998	0.99999	1
9.26	0.31075	0.99968	0.99989	0.99996	0.99998	0.99999	1
9.27	0.31102	0.99968	0.99989	0.99996	0.99998	0.99999	1
9.28	0.31128	0.99969	0.99989	0.99996	0.99998	0.99999	1
9.29	0.31155	0.99969	0.99989	0.99996	0.99998	0.99999	1
9.3	0.31181	0.99969	0.99989	0.99996	0.99998	0.99999	1
9.31	0.31208	0.99969	0.99989	0.99996	0.99998	0.99999	1
9.32	0.31234	0.9997	0.99989	0.99996	0.99998	0.99999	1
9.33	0.3126	0.9997	0.99989	0.99996	0.99998	0.99999	1
9.34	0.31287	0.9997	0.99989	0.99996	0.99998	0.99999	1
9.35	0.31313	0.9997	0.9999	0.99996	0.99998	0.99999	1
9.36	0.3134	0.99971	0.9999	0.99996	0.99998	0.99999	1
9.37	0.31366	0.99971	0.9999	0.99996	0.99998	0.99999	1
9.38	0.31392	0.99971	0.9999	0.99996	0.99999	0.99999	1
9.39	0.31419	0.99971	0.9999	0.99997	0.99999	0.99999	1
9.4	0.31445	0.99971	0.9999	0.99997	0.99999	0.99999	1
9.41	0.31471	0.99972	0.9999	0.99997	0.99999	0.99999	1
9.42	0.31498	0.99972	0.9999	0.99997	0.99999	0.99999	1
9.43	0.31524	0.99972	0.9999	0.99997	0.99999	0.99999	1
9.44	0.3155	0.99972	0.9999	0.99997	0.99999	0.99999	1
9.45	0.31576	0.99972	0.9999	0.99997	0.99999	0.99999	1
9.46	0.31603	0.99973	0.9999	0.99997	0.99999	0.99999	1
9.47	0.31629	0.99973	0.9999	0.99997	0.99999	0.99999	1
9.48	0.31655	0.99973	0.99991	0.99997	0.99999	0.99999	1
9.49	0.31682	0.99973	0.99991	0.99997	0.99999	0.99999	1
9.5	0.31708	0.99973	0.99991	0.99997	0.99999	0.99999	1
9.51	0.31734	0.99974	0.99991	0.99997	0.99999	0.99999	1
9.52	0.3176	0.99974	0.99991	0.99997	0.99999	0.99999	1
9.53	0.31786	0.99974	0.99991	0.99997	0.99999	0.99999	1
9.54	0.31813	0.99974	0.99991	0.99997	0.99999	0.99999	1
9.55	0.31839	0.99974	0.99991	0.99997	0.99999	0.99999	1
9.56	0.31865	0.99975	0.99991	0.99997	0.99999	0.99999	1
9.57	0.31891	0.99975	0.99991	0.99997	0.99999	0.99999	1
9.58	0.31917	0.99975	0.99991	0.99997	0.99999	0.99999	1
9.59	0.31943	0.99975	0.99991	0.99997	0.99999	0.99999	1
9.6	0.3197	0.99975	0.99991	0.99997	0.99999	0.99999	1
9.61	0.31996	0.99975	0.99992	0.99997	0.99999	0.99999	1
9.62	0.32022	0.99976	0.99992	0.99997	0.99999	0.99999	1
9.63	0.32048	0.99976	0.99992	0.99997	0.99999	0.99999	1
9.64	0.32074	0.99976	0.99992	0.99997	0.99999	0.99999	1
9.65	0.321	0.99976	0.99992	0.99997	0.99999	0.99999	1
9.66	0.32126	0.99976	0.99992	0.99997	0.99999	0.99999	1
9.67	0.32152	0.99977	0.99992	0.99997	0.99999	0.99999	1
9.68	0.32178	0.99977	0.99992	0.99997	0.99999	0.99999	1
9.69	0.32204	0.99977	0.99992	0.99997	0.99999	0.99999	1
9.7	0.3223	0.99977	0.99992	0.99997	0.99999	0.99999	1
9.71	0.32256	0.99977	0.99992	0.99997	0.99999	0.99999	1
9.72	0.32282	0.99977	0.99992	0.99997	0.99999	0.99999	1
9.73	0.32308	0.99978	0.99992	0.99997	0.99999	0.99999	1
9.74	0.32334	0.99978	0.99992	0.99997	0.99999	0.99999	1
9.75	0.3236	0.99978	0.99992	0.99997	0.99999	0.99999	1
9.76	0.32386	0.99978	0.99992	0.99997	0.99999	0.99999	1
9.77	0.32412	0.99978	0.99993	0.99998	0.99999	0.99999	1
9.78	0.32438	0.99978	0.99993	0.99998	0.99999	0.99999	1
9.79	0.32464	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.8	0.3249	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.81	0.32516	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.82	0.32542	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.83	0.32568	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.84	0.32594	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.85	0.3262	0.99979	0.99993	0.99998	0.99999	0.99999	1
9.86	0.32645	0.9998	0.99993	0.99998	0.99999	0.99999	1
9.87	0.32671	0.9998	0.99993	0.99998	0.99999	0.99999	1
9.88	0.32697	0.9998	0.99993	0.99998	0.99999	0.99999	1
9.89	0.32723	0.9998	0.99993	0.99998	0.99999	0.99999	1
9.9	0.32749	0.9998	0.99993	0.99998	0.99999	1	1
9.91	0.32775	0.9998	0.99993	0.99998	0.99999	1	1
9.92	0.328	0.99981	0.99993	0.99998	0.99999	1	1
9.93	0.32826	0.99981	0.99993	0.99998	0.99999	1	1
9.94	0.32852	0.99981	0.99994	0.99998	0.99999	1	1
9.95	0.32878	0.99981	0.99994	0.99998	0.99999	1	1
9.96	0.32904	0.99981	0.99994	0.99998	0.99999	1	1
9.97	0.32929	0.99981	0.99994	0.99998	0.99999	1	1
9.98	0.32955	0.99981	0.99994	0.99998	0.99999	1	1
9.99	0.32981	0.99982	0.99994	0.99998	0.99999	1	1
10	0.33007	0.99982	0.99994	0.99998	0.99999	1	1
10.01	0.33032	0.99982	0.99994	0.99998	0.99999	1	1
10.02	0.33058	0.99982	0.99994	0.99998	0.99999	1	1
10.03	0.33084	0.99982	0.99994	0.99998	0.99999	1	1
10.04	0.33109	0.99982	0.99994	0.99998	0.99999	1	1
10.05	0.33135	0.99982	0.99994	0.99998	0.99999	1	1
10.06	0.33161	0.99982	0.99994	0.99998	0.99999	1	1
10.07	0.33186	0.99983	0.99994	0.99998	0.99999	1	1
10.08	0.33212	0.99983	0.99994	0.99998	0.99999	1	1
10.09	0.33238	0.99983	0.99994	0.99998	0.99999	1	1
10.1	0.33263	0.99983	0.99994	0.99998	0.99999	1	1
10.11	0.33289	0.99983	0.99994	0.99998	0.99999	1	1
10.12	0.33315	0.99983	0.99994	0.99998	0.99999	1	1
10.13	0.3334	0.99983	0.99994	0.99998	0.99999	1	1
10.14	0.33366	0.99983	0.99994	0.99998	0.99999	1	1
10.15	0.33391	0.99984	0.99995	0.99998	0.99999	1	1
10.16	0.33417	0.99984	0.99995	0.99998	0.99999	1	1
10.17	0.33443	0.99984	0.99995	0.99998	0.99999	1	1
10.18	0.33468	0.99984	0.99995	0.99998	0.99999	1	1
10.19	0.33494	0.99984	0.99995	0.99998	0.99999	1	1
10.2	0.33519	0.99984	0.99995	0.99998	0.99999	1	1
10.21	0.33545	0.99984	0.99995	0.99998	0.99999	1	1
10.22	0.3357	0.99984	0.99995	0.99998	0.99999	1	1
10.23	0.33596	0.99985	0.99995	0.99998	0.99999	1	1
10.24	0.33621	0.99985	0.99995	0.99998	0.99999	1	1
10.25	0.33647	0.99985	0.99995	0.99998	0.99999	1	1
10.26	0.33672	0.99985	0.99995	0.99998	0.99999	1	1
10.27	0.33698	0.99985	0.99995	0.99998	0.99999	1	1
10.28	0.33723	0.99985	0.99995	0.99998	0.99999	1	1
10.29	0.33749	0.99985	0.99995	0.99998	0.99999	1	1
10.3	0.33774	0.99985	0.99995	0.99998	0.99999	1	1
10.31	0.33799	0.99985	0.99995	0.99998	0.99999	1	1
10.32	0.33825	0.99986	0.99995	0.99998	0.99999	1	1
10.33	0.3385	0.99986	0.99995	0.99998	0.99999	1	1
10.34	0.33876	0.99986	0.99995	0.99998	0.99999	1	1
10.35	0.33901	0.99986	0.99995	0.99998	0.99999	1	1
10.36	0.33926	0.99986	0.99995	0.99999	0.99999	1	1
10.37	0.33952	0.99986	0.99995	0.99999	0.99999	1	1
10.38	0.33977	0.99986	0.99995	0.99999	0.99999	1	1
10.39	0.34002	0.99986	0.99995	0.99999	0.99999	1	1
10.4	0.34028	0.99986	0.99996	0.99999	0.99999	1	1
10.41	0.34053	0.99986	0.99996	0.99999	0.99999	1	1
10.42	0.34078	0.99987	0.99996	0.99999	0.99999	1	1
10.43	0.34104	0.99987	0.99996	0.99999	0.99999	1	1
10.44	0.34129	0.99987	0.99996	0.99999	0.99999	1	1
10.45	0.34154	0.99987	0.99996	0.99999	0.99999	1	1
10.46	0.3418	0.99987	0.99996	0.99999	0.99999	1	1
10.47	0.34205	0.99987	0.99996	0.99999	0.99999	1	1
10.48	0.3423	0.99987	0.99996	0.99999	0.99999	1	1
10.49	0.34255	0.99987	0.99996	0.99999	0.99999	1	1
10.5	0.34281	0.99987	0.99996	0.99999	0.99999	1	1
10.51	0.34306	0.99987	0.99996	0.99999	0.99999	1	1
10.52	0.34331	0.99988	0.99996	0.99999	0.99999	1	1
10.53	0.34356	0.99988	0.99996	0.99999	0.99999	1	1
10.54	0.34382	0.99988	0.99996	0.99999	0.99999	1	1
10.55	0.34407	0.99988	0.99996	0.99999	0.99999	1	1
10.56	0.34432	0.99988	0.99996	0.99999	0.99999	1	1
10.57	0.34457	0.99988	0.99996	0.99999	1	1	1
10.58	0.34482	0.99988	0.99996	0.99999	1	1	1
10.59	0.34507	0.99988	0.99996	0.99999	1	1	1
10.6	0.34533	0.99988	0.99996	0.99999	1	1	1
10.61	0.34558	0.99988	0.99996	0.99999	1	1	1
10.62	0.34583	0.99988	0.99996	0.99999	1	1	1
10.63	0.34608	0.99988	0.99996	0.99999	1	1	1
10.64	0.34633	0.99989	0.99996	0.99999	1	1	1
10.65	0.34658	0.99989	0.99996	0.99999	1	1	1
10.66	0.34683	0.99989	0.99996	0.99999	1	1	1
10.67	0.34708	0.99989	0.99996	0.99999	1	1	1
10.68	0.34733	0.99989	0.99996	0.99999	1	1	1
10.69	0.34758	0.99989	0.99996	0.99999	1	1	1
10.7	0.34784	0.99989	0.99996	0.99999	1	1	1
10.71	0.34809	0.99989	0.99997	0.99999	1	1	1
10.72	0.34834	0.99989	0.99997	0.99999	1	1	1
10.73	0.34859	0.99989	0.99997	0.99999	1	1	1
10.74	0.34884	0.99989	0.99997	0.99999	1	1	1
10.75	0.34909	0.99989	0.99997	0.99999	1	1	1
10.76	0.34934	0.9999	0.99997	0.99999	1	1	1
10.77	0.34959	0.9999	0.99997	0.99999	1	1	1
10.78	0.34984	0.9999	0.99997	0.99999	1	1	1
10.79	0.35009	0.9999	0.99997	0.99999	1	1	1
10.8	0.35034	0.9999	0.99997	0.99999	1	1	1
10.81	0.35058	0.9999	0.99997	0.99999	1	1	1
10.82	0.35083	0.9999	0.99997	0.99999	1	1	1
10.83	0.35108	0.9999	0.99997	0.99999	1	1	1
10.84	0.35133	0.9999	0.99997	0.99999	1	1	1
10.85	0.35158	0.9999	0.99997	0.99999	1	1	1
10.86	0.35183	0.9999	0.99997	0.99999	1	1	1
10.87	0.35208	0.9999	0.99997	0.99999	1	1	1
10.88	0.35233	0.9999	0.99997	0.99999	1	1	1
10.89	0.35258	0.9999	0.99997	0.99999	1	1	1
10.9	0.35283	0.99991	0.99997	0.99999	1	1	1
10.91	0.35307	0.99991	0.99997	0.99999	1	1	1
10.92	0.35332	0.99991	0.99997	0.99999	1	1	1
10.93	0.35357	0.99991	0.99997	0.99999	1	1	1
10.94	0.35382	0.99991	0.99997	0.99999	1	1	1
10.95	0.35407	0.99991	0.99997	0.99999	1	1	1
10.96	0.35431	0.99991	0.99997	0.99999	1	1	1
10.97	0.35456	0.99991	0.99997	0.99999	1	1	1
10.98	0.35481	0.99991	0.99997	0.99999	1	1	1
10.99	0.35506	0.99991	0.99997	0.99999	1	1	1
11	0.35531	0.99991	0.99997	0.99999	1	1	1
11.01	0.35555	0.99991	0.99997	0.99999	1	1	1
11.02	0.3558	0.99991	0.99997	0.99999	1	1	1
11.03	0.35605	0.99991	0.99997	0.99999	1	1	1
11.04	0.3563	0.99991	0.99997	0.99999	1	1	1
11.05	0.35654	0.99992	0.99997	0.99999	1	1	1
11.06	0.35679	0.99992	0.99997	0.99999	1	1	1
11.07	0.35704	0.99992	0.99997	0.99999	1	1	1
11.08	0.35728	0.99992	0.99997	0.99999	1	1	1
11.09	0.35753	0.99992	0.99997	0.99999	1	1	1
11.1	0.35778	0.99992	0.99997	0.99999	1	1	1
11.11	0.35802	0.99992	0.99997	0.99999	1	1	1
11.12	0.35827	0.99992	0.99998	0.99999	1	1	1
11.13	0.35852	0.99992	0.99998	0.99999	1	1	1
11.14	0.35876	0.99992	0.99998	0.99999	1	1	1
11.15	0.35901	0.99992	0.99998	0.99999	1	1	1
11.16	0.35926	0.99992	0.99998	0.99999	1	1	1
11.17	0.3595	0.99992	0.99998	0.99999	1	1	1
11.18	0.35975	0.99992	0.99998	0.99999	1	1	1
11.19	0.35999	0.99992	0.99998	0.99999	1	1	1
11.2	0.36024	0.99992	0.99998	0.99999	1	1	1
11.21	0.36048	0.99993	0.99998	0.99999	1	1	1
11.22	0.36073	0.99993	0.99998	0.99999	1	1	1
11.23	0.36098	0.99993	0.99998	0.99999	1	1	1
11.24	0.36122	0.99993	0.99998	0.99999	1	1	1
11.25	0.36147	0.99993	0.99998	0.99999	1	1	1
11.26	0.36171	0.99993	0.99998	0.99999	1	1	1
11.27	0.36196	0.99993	0.99998	0.99999	1	1	1
11.28	0.3622	0.99993	0.99998	0.99999	1	1	1
11.29	0.36245	0.99993	0.99998	0.99999	1	1	1
11.3	0.36269	0.99993	0.99998	0.99999	1	1	1
11.31	0.36294	0.99993	0.99998	0.99999	1	1	1
11.32	0.36318	0.99993	0.99998	0.99999	1	1	1
11.33	0.36342	0.99993	0.99998	0.99999	1	1	1
11.34	0.36367	0.99993	0.99998	0.99999	1	1	1
11.35	0.36391	0.99993	0.99998	0.99999	1	1	1
11.36	0.36416	0.99993	0.99998	0.99999	1	1	1
11.37	0.3644	0.99993	0.99998	0.99999	1	1	1
11.38	0.36465	0.99993	0.99998	0.99999	1	1	1
11.39	0.36489	0.99993	0.99998	0.99999	1	1	1
11.4	0.36513	0.99993	0.99998	0.99999	1	1	1
11.41	0.36538	0.99994	0.99998	0.99999	1	1	1
11.42	0.36562	0.99994	0.99998	0.99999	1	1	1
11.43	0.36586	0.99994	0.99998	0.99999	1	1	1
11.44	0.36611	0.99994	0.99998	0.99999	1	1	1
11.45	0.36635	0.99994	0.99998	0.99999	1	1	1
11.46	0.36659	0.99994	0.99998	0.99999	1	1	1
11.47	0.36684	0.99994	0.99998	0.99999	1	1	1
11.48	0.36708	0.99994	0.99998	0.99999	1	1	1
11.49	0.36732	0.99994	0.99998	0.99999	1	1	1
11.5	0.36757	0.99994	0.99998	0.99999	1	1	1
11.51	0.36781	0.99994	0.99998	0.99999	1	1	1
11.52	0.36805	0.99994	0.99998	0.99999	1	1	1
11.53	0.3683	0.99994	0.99998	0.99999	1	1	1
11.54	0.36854	0.99994	0.99998	0.99999	1	1	1
11.55	0.36878	0.99994	0.99998	0.99999	1	1	1
11.56	0.36902	0.99994	0.99998	0.99999	1	1	1
11.57	0.36927	0.99994	0.99998	0.99999	1	1	1
11.58	0.36951	0.99994	0.99998	0.99999	1	1	1
11.59	0.36975	0.99994	0.99998	0.99999	1	1	1
11.6	0.36999	0.99994	0.99998	0.99999	1	1	1
11.61	0.37023	0.99994	0.99998	1	1	1	1
11.62	0.37048	0.99994	0.99998	1	1	1	1
11.63	0.37072	0.99995	0.99998	1	1	1	1
11.64	0.37096	0.99995	0.99998	1	1	1	1
11.65	0.3712	0.99995	0.99998	1	1	1	1
11.66	0.37144	0.99995	0.99998	1	1	1	1
11.67	0.37168	0.99995	0.99998	1	1	1	1
11.68	0.37192	0.99995	0.99998	1	1	1	1
11.69	0.37217	0.99995	0.99998	1	1	1	1
11.7	0.37241	0.99995	0.99998	1	1	1	1
11.71	0.37265	0.99995	0.99998	1	1	1	1
11.72	0.37289	0.99995	0.99998	1	1	1	1
11.73	0.37313	0.99995	0.99998	1	1	1	1
11.74	0.37337	0.99995	0.99998	1	1	1	1
11.75	0.37361	0.99995	0.99999	1	1	1	1
11.76	0.37385	0.99995	0.99999	1	1	1	1
11.77	0.37409	0.99995	0.99999	1	1	1	1
11.78	0.37433	0.99995	0.99999	1	1	1	1
11.79	0.37457	0.99995	0.99999	1	1	1	1
11.8	0.37481	0.99995	0.99999	1	1	1	1
11.81	0.37505	0.99995	0.99999	1	1	1	1
11.82	0.37529	0.99995	0.99999	1	1	1	1
11.83	0.37553	0.99995	0.99999	1	1	1	1
11.84	0.37577	0.99995	0.99999	1	1	1	1
11.85	0.37601	0.99995	0.99999	1	1	1	1
11.86	0.37625	0.99995	0.99999	1	1	1	1
11.87	0.37649	0.99995	0.99999	1	1	1	1
11.88	0.37673	0.99995	0.99999	1	1	1	1
11.89	0.37697	0.99995	0.99999	1	1	1	1
11.9	0.37721	0.99996	0.99999	1	1	1	1
11.91	0.37745	0.99996	0.99999	1	1	1	1
11.92	0.37769	0.99996	0.99999	1	1	1	1
11.93	0.37793	0.99996	0.99999	1	1	1	1
11.94	0.37816	0.99996	0.99999	1	1	1	1
11.95	0.3784	0.99996	0.99999	1	1	1	1
11.96	0.37864	0.99996	0.99999	1	1	1	1
11.97	0.37888	0.99996	0.99999	1	1	1	1
11.98	0.37912	0.99996	0.99999	1	1	1	1
11.99	0.37936	0.99996	0.99999	1	1	1	1
12	0.3796	0.99996	0.99999	1	1	1	1
12.01	0.37983	0.99996	0.99999	1	1	1	1
12.02	0.38007	0.99996	0.99999	1	1	1	1
12.03	0.38031	0.99996	0.99999	1	1	1	1
12.04	0.38055	0.99996	0.99999	1	1	1	1
12.05	0.38079	0.99996	0.99999	1	1	1	1
12.06	0.38102	0.99996	0.99999	1	1	1	1
12.07	0.38126	0.99996	0.99999	1	1	1	1
12.08	0.3815	0.99996	0.99999	1	1	1	1
12.09	0.38174	0.99996	0.99999	1	1	1	1
12.1	0.38197	0.99996	0.99999	1	1	1	1
12.11	0.38221	0.99996	0.99999	1	1	1	1
12.12	0.38245	0.99996	0.99999	1	1	1	1
12.13	0.38268	0.99996	0.99999	1	1	1	1
12.14	0.38292	0.99996	0.99999	1	1	1	1
12.15	0.38316	0.99996	0.99999	1	1	1	1
12.16	0.3834	0.99996	0.99999	1	1	1	1
12.17	0.38363	0.99996	0.99999	1	1	1	1
12.18	0.38387	0.99996	0.99999	1	1	1	1
12.19	0.38411	0.99996	0.99999	1	1	1	1
12.2	0.38434	0.99996	0.99999	1	1	1	1
12.21	0.38458	0.99996	0.99999	1	1	1	1
12.22	0.38481	0.99996	0.99999	1	1	1	1
12.23	0.38505	0.99996	0.99999	1	1	1	1
12.24	0.38529	0.99997	0.99999	1	1	1	1
12.25	0.38552	0.99997	0.99999	1	1	1	1
12.26	0.38576	0.99997	0.99999	1	1	1	1
12.27	0.38599	0.99997	0.99999	1	1	1	1
12.28	0.38623	0.99997	0.99999	1	1	1	1
12.29	0.38647	0.99997	0.99999	1	1	1	1
12.3	0.3867	0.99997	0.99999	1	1	1	1
12.31	0.38694	0.99997	0.99999	1	1	1	1
12.32	0.38717	0.99997	0.99999	1	1	1	1
12.33	0.38741	0.99997	0.99999	1	1	1	1
12.34	0.38764	0.99997	0.99999	1	1	1	1
12.35	0.38788	0.99997	0.99999	1	1	1	1
12.36	0.38811	0.99997	0.99999	1	1	1	1
12.37	0.38835	0.99997	0.99999	1	1	1	1
12.38	0.38858	0.99997	0.99999	1	1	1	1
12.39	0.38882	0.99997	0.99999	1	1	1	1
12.4	0.38905	0.99997	0.99999	1	1	1	1
12.41	0.38929	0.99997	0.99999	1	1	1	1
12.42	0.38952	0.99997	0.99999	1	1	1	1
12.43	0.38976	0.99997	0.99999	1	1	1	1
12.44	0.38999	0.99997	0.99999	1	1	1	1
12.45	0.39022	0.99997	0.99999	1	1	1	1
12.46	0.39046	0.99997	0.99999	1	1	1	1
12.47	0.39069	0.99997	0.99999	1	1	1	1
12.48	0.39093	0.99997	0.99999	1	1	1	1
12.49	0.39116	0.99997	0.99999	1	1	1	1
12.5	0.39139	0.99997	0.99999	1	1	1	1
12.51	0.39163	0.99997	0.99999	1	1	1	1
12.52	0.39186	0.99997	0.99999	1	1	1	1
12.53	0.3921	0.99997	0.99999	1	1	1	1
12.54	0.39233	0.99997	0.99999	1	1	1	1
12.55	0.39256	0.99997	0.99999	1	1	1	1
12.56	0.3928	0.99997	0.99999	1	1	1	1
12.57	0.39303	0.99997	0.99999	1	1	1	1
12.58	0.39326	0.99997	0.99999	1	1	1	1
12.59	0.39349	0.99997	0.99999	1	1	1	1
12.6	0.39373	0.99997	0.99999	1	1	1	1
12.61	0.39396	0.99997	0.99999	1	1	1	1
12.62	0.39419	0.99997	0.99999	1	1	1	1
12.63	0.39443	0.99997	0.99999	1	1	1	1
12.64	0.39466	0.99997	0.99999	1	1	1	1
12.65	0.39489	0.99997	0.99999	1	1	1	1
12.66	0.39512	0.99997	0.99999	1	1	1	1
12.67	0.39535	0.99997	0.99999	1	1	1	1
12.68	0.39559	0.99997	0.99999	1	1	1	1
12.69	0.39582	0.99997	0.99999	1	1	1	1
12.7	0.39605	0.99998	0.99999	1	1	1	1
12.71	0.39628	0.99998	0.99999	1	1	1	1
12.72	0.39651	0.99998	0.99999	1	1	1	1
12.73	0.39675	0.99998	0.99999	1	1	1	1
12.74	0.39698	0.99998	0.99999	1	1	1	1
12.75	0.39721	0.99998	0.99999	1	1	1	1
12.76	0.39744	0.99998	0.99999	1	1	1	1
12.77	0.39767	0.99998	0.99999	1	1	1	1
12.78	0.3979	0.99998	0.99999	1	1	1	1
12.79	0.39813	0.99998	0.99999	1	1	1	1
12.8	0.39837	0.99998	0.99999	1	1	1	1
12.81	0.3986	0.99998	0.99999	1	1	1	1
12.82	0.39883	0.99998	0.99999	1	1	1	1
12.83	0.39906	0.99998	0.99999	1	1	1	1
12.84	0.39929	0.99998	0.99999	1	1	1	1
12.85	0.39952	0.99998	0.99999	1	1	1	1
12.86	0.39975	0.99998	0.99999	1	1	1	1
12.87	0.39998	0.99998	0.99999	1	1	1	1
12.88	0.40021	0.99998	0.99999	1	1	1	1
12.89	0.40044	0.99998	0.99999	1	1	1	1
12.9	0.40067	0.99998	0.99999	1	1	1	1
12.91	0.4009	0.99998	0.99999	1	1	1	1
12.92	0.40113	0.99998	0.99999	1	1	1	1
12.93	0.40136	0.99998	0.99999	1	1	1	1
12.94	0.40159	0.99998	0.99999	1	1	1	1
12.95	0.40182	0.99998	0.99999	1	1	1	1
12.96	0.40205	0.99998	0.99999	1	1	1	1
12.97	0.40228	0.99998	0.99999	1	1	1	1
12.98	0.40251	0.99998	0.99999	1	1	1	1
12.99	0.40274	0.99998	0.99999	1	1	1	1
13	0.40297	0.99998	0.99999	1	1	1	1
13.01	0.4032	0.99998	0.99999	1	1	1	1
13.02	0.40343	0.99998	0.99999	1	1	1	1
13.03	0.40366	0.99998	0.99999	1	1	1	1
13.04	0.40389	0.99998	0.99999	1	1	1	1
13.05	0.40411	0.99998	0.99999	1	1	1	1
13.06	0.40434	0.99998	0.99999	1	1	1	1
13.07	0.40457	0.99998	0.99999	1	1	1	1
13.08	0.4048	0.99998	0.99999	1	1	1	1
13.09	0.40503	0.99998	0.99999	1	1	1	1
13.1	0.40526	0.99998	1	1	1	1	1
13.11	0.40549	0.99998	1	1	1	1	1
13.12	0.40571	0.99998	1	1	1	1	1
13.13	0.40594	0.99998	1	1	1	1	1
13.14	0.40617	0.99998	1	1	1	1	1
13.15	0.4064	0.99998	1	1	1	1	1
13.16	0.40663	0.99998	1	1	1	1	1
13.17	0.40685	0.99998	1	1	1	1	1
13.18	0.40708	0.99998	1	1	1	1	1
13.19	0.40731	0.99998	1	1	1	1	1
13.2	0.40754	0.99998	1	1	1	1	1
13.21	0.40776	0.99998	1	1	1	1	1
13.22	0.40799	0.99998	1	1	1	1	1
13.23	0.40822	0.99998	1	1	1	1	1
13.24	0.40845	0.99998	1	1	1	1	1
13.25	0.40867	0.99998	1	1	1	1	1
13.26	0.4089	0.99998	1	1	1	1	1
13.27	0.40913	0.99998	1	1	1	1	1
13.28	0.40935	0.99998	1	1	1	1	1
13.29	0.40958	0.99998	1	1	1	1	1
13.3	0.40981	0.99998	1	1	1	1	1
13.31	0.41003	0.99998	1	1	1	1	1
13.32	0.41026	0.99998	1	1	1	1	1
13.33	0.41049	0.99998	1	1	1	1	1
13.34	0.41071	0.99998	1	1	1	1	1
13.35	0.41094	0.99998	1	1	1	1	1
13.36	0.41117	0.99998	1	1	1	1	1
13.37	0.41139	0.99998	1	1	1	1	1
13.38	0.41162	0.99998	1	1	1	1	1
13.39	0.41184	0.99999	1	1	1	1	1
13.4	0.41207	0.99999	1	1	1	1	1
13.41	0.4123	0.99999	1	1	1	1	1
13.42	0.41252	0.99999	1	1	1	1	1
13.43	0.41275	0.99999	1	1	1	1	1
13.44	0.41297	0.99999	1	1	1	1	1
13.45	0.4132	0.99999	1	1	1	1	1
13.46	0.41342	0.99999	1	1	1	1	1
13.47	0.41365	0.99999	1	1	1	1	1
13.48	0.41387	0.99999	1	1	1	1	1
13.49	0.4141	0.99999	1	1	1	1	1
13.5	0.41432	0.99999	1	1	1	1	1
13.51	0.41455	0.99999	1	1	1	1	1
13.52	0.41477	0.99999	1	1	1	1	1
13.53	0.415	0.99999	1	1	1	1	1
13.54	0.41522	0.99999	1	1	1	1	1
13.55	0.41545	0.99999	1	1	1	1	1
13.56	0.41567	0.99999	1	1	1	1	1
13.57	0.4159	0.99999	1	1	1	1	1
13.58	0.41612	0.99999	1	1	1	1	1
13.59	0.41634	0.99999	1	1	1	1	1
13.6	0.41657	0.99999	1	1	1	1	1
13.61	0.41679	0.99999	1	1	1	1	1
13.62	0.41702	0.99999	1	1	1	1	1
13.63	0.41724	0.99999	1	1	1	1	1
13.64	0.41746	0.99999	1	1	1	1	1
13.65	0.41769	0.99999	1	1	1	1	1
13.66	0.41791	0.99999	1	1	1	1	1
13.67	0.41814	0.99999	1	1	1	1	1
13.68	0.41836	0.99999	1	1	1	1	1
13.69	0.41858	0.99999	1	1	1	1	1
13.7	0.41881	0.99999	1	1	1	1	1
13.71	0.41903	0.99999	1	1	1	1	1
13.72	0.41925	0.99999	1	1	1	1	1
13.73	0.41947	0.99999	1	1	1	1	1
13.74	0.4197	0.99999	1	1	1	1	1
13.75	0.41992	0.99999	1	1	1	1	1
13.76	0.42014	0.99999	1	1	1	1	1
13.77	0.42037	0.99999	1	1	1	1	1
13.78	0.42059	0.99999	1	1	1	1	1
13.79	0.42081	0.99999	1	1	1	1	1
13.8	0.42103	0.99999	1	1	1	1	1
13.81	0.42126	0.99999	1	1	1	1	1
13.82	0.42148	0.99999	1	1	1	1	1
13.83	0.4217	0.99999	1	1	1	1	1
13.84	0.42192	0.99999	1	1	1	1	1
13.85	0.42214	0.99999	1	1	1	1	1
13.86	0.42237	0.99999	1	1	1	1	1
13.87	0.42259	0.99999	1	1	1	1	1
13.88	0.42281	0.99999	1	1	1	1	1
13.89	0.42303	0.99999	1	1	1	1	1
