t	y1.0	y6.5	y8.0	y9.8	y11.2	y14.0	y17.1
4.94	0.6346	0.98898	0.99288	0.99568	0.99685	0.99745	0.99816
4.95	0.63529	0.98906	0.99294	0.99572	0.99687	0.99746	0.99819
4.96	0.63598	0.98913	0.993	0.99576	0.99689	0.99748	0.99822
4.97	0.63667	0.98921	0.99306	0.9958	0.99691	0.99749	0.99826
4.98	0.63735	0.98928	0.99312	0.99583	0.99693	0.9975	0.99829
4.99	0.63804	0.98936	0.99318	0.99587	0.99695	0.99752	0.99832
5	0.63873	0.98943	0.99324	0.99591	0.99697	0.99753	0.99835
5.01	0.63941	0.9895	0.9933	0.99595	0.99699	0.99755	0.99838
5.02	0.64009	0.98958	0.99336	0.99598	0.997	0.99756	0.99841
5.03	0.64077	0.98965	0.99341	0.99602	0.99702	0.99758	0.99844
5.04	0.64145	0.98972	0.99347	0.99605	0.99704	0.99759	0.99847
5.05	0.64213	0.9898	0.99353	0.99609	0.99706	0.99761	0.9985
5.06	0.64281	0.98987	0.99358	0.99612	0.99707	0.99763	0.99853
5.07	0.64348	0.98994	0.99364	0.99615	0.99709	0.99764	0.99855
5.08	0.64416	0.99001	0.99369	0.99618	0.99711	0.99766	0.99858
5.09	0.64483	0.99008	0.99375	0.99622	0.99712	0.99768	0.99861
5.1	0.64551	0.99015	0.9938	0.99625	0.99714	0.9977	0.99863
5.11	0.64618	0.99022	0.99385	0.99628	0.99715	0.99771	0.99866
5.12	0.64685	0.99029	0.99391	0.99631	0.99717	0.99773	0.99868
5.13	0.64751	0.99036	0.99396	0.99634	0.99719	0.99775	0.9987
5.14	0.64818	0.99043	0.99401	0.99637	0.9972	0.99777	0.99873
5.15	0.64885	0.9905	0.99406	0.9964	0.99722	0.99779	0.99875
5.16	0.64951	0.99057	0.99411	0.99643	0.99723	0.99781	0.99877
5.17	0.65018	0.99064	0.99416	0.99645	0.99725	0.99783	0.99879
5.18	0.65084	0.99071	0.99421	0.99648	0.99726	0.99785	0.99881
5.19	0.6515	0.99077	0.99426	0.99651	0.99728	0.99787	0.99883
5.2	0.65216	0.99084	0.99431	0.99653	0.99729	0.99789	0.99885
5.21	0.65282	0.99091	0.99436	0.99656	0.9973	0.99791	0.99887
5.22	0.65347	0.99097	0.99441	0.99659	0.99732	0.99793	0.99889
5.23	0.65413	0.99104	0.99445	0.99661	0.99733	0.99795	0.99891
5.24	0.65478	0.9911	0.9945	0.99664	0.99735	0.99797	0.99892
5.25	0.65544	0.99117	0.99455	0.99666	0.99736	0.998	0.99894
5.26	0.65609	0.99123	0.99459	0.99669	0.99738	0.99802	0.99895
5.27	0.65674	0.9913	0.99464	0.99671	0.99739	0.99804	0.99897
5.28	0.65739	0.99136	0.99468	0.99673	0.99741	0.99806	0.99898
5.29	0.65804	0.99142	0.99473	0.99676	0.99742	0.99808	0.999
5.3	0.65869	0.99148	0.99477	0.99678	0.99743	0.9981	0.99901
5.31	0.65933	0.99155	0.99482	0.9968	0.99745	0.99812	0.99902
5.32	0.65998	0.99161	0.99486	0.99683	0.99746	0.99814	0.99903
5.33	0.66062	0.99167	0.9949	0.99685	0.99748	0.99817	0.99905
5.34	0.66126	0.99173	0.99495	0.99687	0.99749	0.99819	0.99906
5.35	0.66191	0.99179	0.99499	0.99689	0.99751	0.99821	0.99907
5.36	0.66255	0.99185	0.99503	0.99691	0.99752	0.99823	0.99908
5.37	0.66318	0.99191	0.99507	0.99694	0.99754	0.99825	0.99909
5.38	0.66382	0.99197	0.99511	0.99696	0.99755	0.99827	0.9991
5.39	0.66446	0.99203	0.99515	0.99698	0.99756	0.99829	0.9991
5.4	0.66509	0.99209	0.99519	0.997	0.99758	0.99831	0.99911
5.41	0.66573	0.99215	0.99523	0.99702	0.99759	0.99833	0.99912
5.42	0.66636	0.99221	0.99527	0.99704	0.99761	0.99835	0.99913
5.43	0.66699	0.99226	0.99531	0.99706	0.99762	0.99837	0.99913
5.44	0.66762	0.99232	0.99534	0.99708	0.99764	0.99839	0.99914
5.45	0.66825	0.99238	0.99538	0.9971	0.99765	0.99841	0.99915
5.46	0.66888	0.99243	0.99542	0.99712	0.99767	0.99843	0.99915
5.47	0.66951	0.99249	0.99546	0.99714	0.99768	0.99845	0.99916
5.48	0.67013	0.99255	0.99549	0.99715	0.9977	0.99847	0.99916
5.49	0.67076	0.9926	0.99553	0.99717	0.99771	0.99849	0.99917
5.5	0.67138	0.99266	0.99556	0.99719	0.99773	0.99851	0.99917
5.51	0.672	0.99271	0.9956	0.99721	0.99774	0.99853	0.99918
5.52	0.67262	0.99276	0.99563	0.99723	0.99776	0.99855	0.99918
5.53	0.67324	0.99282	0.99567	0.99725	0.99777	0.99857	0.99919
5.54	0.67386	0.99287	0.9957	0.99727	0.99779	0.99858	0.99919
5.55	0.67448	0.99292	0.99574	0.99728	0.9978	0.9986	0.99919
5.56	0.67509	0.99298	0.99577	0.9973	0.99782	0.99862	0.9992
5.57	0.67571	0.99303	0.9958	0.99732	0.99783	0.99864	0.9992
5.58	0.67632	0.99308	0.99584	0.99734	0.99785	0.99865	0.9992
5.59	0.67694	0.99313	0.99587	0.99735	0.99786	0.99867	0.9992
5.6	0.67755	0.99318	0.9959	0.99737	0.99788	0.99869	0.99921
5.61	0.67816	0.99323	0.99593	0.99739	0.99789	0.9987	0.99921
5.62	0.67877	0.99328	0.99596	0.99741	0.99791	0.99872	0.99921
5.63	0.67938	0.99333	0.99599	0.99742	0.99792	0.99874	0.99921
5.64	0.67998	0.99338	0.99602	0.99744	0.99794	0.99875	0.99921
5.65	0.68059	0.99343	0.99605	0.99746	0.99796	0.99877	0.99922
5.66	0.68119	0.99348	0.99608	0.99748	0.99797	0.99878	0.99922
5.67	0.6818	0.99353	0.99611	0.99749	0.99799	0.9988	0.99922
5.68	0.6824	0.99357	0.99614	0.99751	0.998	0.99881	0.99922
5.69	0.683	0.99362	0.99617	0.99753	0.99802	0.99883	0.99922
5.7	0.6836	0.99367	0.9962	0.99754	0.99803	0.99884	0.99923
5.71	0.6842	0.99371	0.99623	0.99756	0.99805	0.99885	0.99923
5.72	0.6848	0.99376	0.99626	0.99758	0.99806	0.99887	0.99923
5.73	0.68539	0.99381	0.99629	0.99759	0.99808	0.99888	0.99923
5.74	0.68599	0.99385	0.99632	0.99761	0.9981	0.99889	0.99923
5.75	0.68658	0.9939	0.99634	0.99762	0.99811	0.99891	0.99923
5.76	0.68718	0.99394	0.99637	0.99764	0.99813	0.99892	0.99924
5.77	0.68777	0.99399	0.9964	0.99766	0.99814	0.99893	0.99924
5.78	0.68836	0.99403	0.99642	0.99767	0.99816	0.99894	0.99924
5.79	0.68895	0.99408	0.99645	0.99769	0.99817	0.99895	0.99924
5.8	0.68954	0.99412	0.99648	0.9977	0.99819	0.99896	0.99924
5.81	0.69013	0.99416	0.9965	0.99772	0.9982	0.99898	0.99925
5.82	0.69071	0.9942	0.99653	0.99774	0.99822	0.99899	0.99925
5.83	0.6913	0.99425	0.99655	0.99775	0.99823	0.999	0.99925
5.84	0.69188	0.99429	0.99658	0.99777	0.99825	0.99901	0.99925
5.85	0.69247	0.99433	0.9966	0.99778	0.99826	0.99902	0.99925
5.86	0.69305	0.99437	0.99663	0.9978	0.99828	0.99903	0.99926
5.87	0.69363	0.99441	0.99665	0.99782	0.99829	0.99904	0.99926
5.88	0.69421	0.99445	0.99668	0.99783	0.99831	0.99905	0.99926
5.89	0.69479	0.99449	0.9967	0.99785	0.99832	0.99906	0.99926
5.9	0.69537	0.99453	0.99673	0.99786	0.99834	0.99907	0.99927
5.91	0.69594	0.99457	0.99675	0.99788	0.99835	0.99907	0.99927
5.92	0.69652	0.99461	0.99677	0.99789	0.99837	0.99908	0.99927
5.93	0.69709	0.99465	0.9968	0.99791	0.99838	0.99909	0.99928
5.94	0.69767	0.99469	0.99682	0.99792	0.9984	0.9991	0.99928
5.95	0.69824	0.99473	0.99684	0.99794	0.99841	0.99911	0.99928
5.96	0.69881	0.99477	0.99687	0.99795	0.99843	0.99912	0.99929
5.97	0.69938	0.99481	0.99689	0.99797	0.99844	0.99912	0.99929
5.98	0.69995	0.99484	0.99691	0.99798	0.99846	0.99913	0.99929
5.99	0.70052	0.99488	0.99693	0.998	0.99847	0.99914	0.9993
6	0.70108	0.99492	0.99696	0.99801	0.99848	0.99915	0.9993
6.01	0.70165	0.99496	0.99698	0.99803	0.9985	0.99915	0.99931
6.02	0.70221	0.99499	0.997	0.99804	0.99851	0.99916	0.99931
6.03	0.70278	0.99503	0.99702	0.99806	0.99853	0.99917	0.99932
6.04	0.70334	0.99506	0.99704	0.99807	0.99854	0.99917	0.99932
6.05	0.7039	0.9951	0.99706	0.99809	0.99855	0.99918	0.99932
6.06	0.70446	0.99513	0.99708	0.9981	0.99857	0.99919	0.99933
6.07	0.70502	0.99517	0.9971	0.99812	0.99858	0.99919	0.99933
6.08	0.70558	0.9952	0.99713	0.99813	0.99859	0.9992	0.99934
6.09	0.70614	0.99524	0.99715	0.99815	0.99861	0.9992	0.99934
6.1	0.70669	0.99527	0.99717	0.99816	0.99862	0.99921	0.99935
6.11	0.70725	0.99531	0.99719	0.99818	0.99863	0.99922	0.99935
6.12	0.7078	0.99534	0.99721	0.99819	0.99865	0.99922	0.99936
6.13	0.70836	0.99537	0.99723	0.99821	0.99866	0.99923	0.99936
6.14	0.70891	0.99541	0.99725	0.99822	0.99867	0.99923	0.99937
6.15	0.70946	0.99544	0.99727	0.99823	0.99869	0.99924	0.99937
6.16	0.71001	0.99547	0.99729	0.99825	0.9987	0.99924	0.99938
6.17	0.71056	0.9955	0.99731	0.99826	0.99871	0.99925	0.99938
6.18	0.71111	0.99554	0.99732	0.99828	0.99872	0.99925	0.99939
6.19	0.71165	0.99557	0.99734	0.99829	0.99873	0.99926	0.9994
6.2	0.7122	0.9956	0.99736	0.9983	0.99875	0.99926	0.9994
6.21	0.71274	0.99563	0.99738	0.99832	0.99876	0.99927	0.99941
6.22	0.71329	0.99566	0.9974	0.99833	0.99877	0.99927	0.99941
6.23	0.71383	0.99569	0.99742	0.99834	0.99878	0.99928	0.99942
6.24	0.71437	0.99572	0.99744	0.99836	0.99879	0.99928	0.99942
6.25	0.71491	0.99575	0.99746	0.99837	0.9988	0.99929	0.99943
6.26	0.71545	0.99578	0.99747	0.99838	0.99882	0.99929	0.99944
6.27	0.71599	0.99581	0.99749	0.9984	0.99883	0.99929	0.99944
6.28	0.71653	0.99584	0.99751	0.99841	0.99884	0.9993	0.99945
6.29	0.71707	0.99587	0.99753	0.99842	0.99885	0.9993	0.99945
6.3	0.7176	0.9959	0.99755	0.99844	0.99886	0.99931	0.99946
6.31	0.71814	0.99593	0.99756	0.99845	0.99887	0.99931	0.99947
6.32	0.71867	0.99596	0.99758	0.99846	0.99888	0.99932	0.99947
6.33	0.7192	0.99599	0.9976	0.99848	0.99889	0.99932	0.99948
6.34	0.71973	0.99602	0.99762	0.99849	0.9989	0.99932	0.99948
6.35	0.72026	0.99605	0.99763	0.9985	0.99891	0.99933	0.99949
6.36	0.72079	0.99607	0.99765	0.99851	0.99892	0.99933	0.99949
6.37	0.72132	0.9961	0.99767	0.99853	0.99893	0.99934	0.9995
6.38	0.72185	0.99613	0.99768	0.99854	0.99894	0.99934	0.99951
6.39	0.72238	0.99616	0.9977	0.99855	0.99895	0.99934	0.99951
6.4	0.7229	0.99618	0.99772	0.99856	0.99896	0.99935	0.99952
6.41	0.72343	0.99621	0.99773	0.99858	0.99897	0.99935	0.99952
6.42	0.72395	0.99624	0.99775	0.99859	0.99898	0.99936	0.99953
6.43	0.72447	0.99626	0.99777	0.9986	0.99899	0.99936	0.99954
6.44	0.72499	0.99629	0.99778	0.99861	0.999	0.99937	0.99954
6.45	0.72551	0.99632	0.9978	0.99862	0.99901	0.99937	0.99955
6.46	0.72603	0.99634	0.99781	0.99864	0.99902	0.99937	0.99955
6.47	0.72655	0.99637	0.99783	0.99865	0.99903	0.99938	0.99956
6.48	0.72707	0.99639	0.99785	0.99866	0.99903	0.99938	0.99956
6.49	0.72759	0.99642	0.99786	0.99867	0.99904	0.99939	0.99957
6.5	0.7281	0.99644	0.99788	0.99868	0.99905	0.99939	0.99957
6.51	0.72862	0.99647	0.99789	0.99869	0.99906	0.99939	0.99958
6.52	0.72913	0.99649	0.99791	0.9987	0.99907	0.9994	0.99958
6.53	0.72964	0.99652	0.99792	0.99872	0.99908	0.9994	0.99959
6.54	0.73016	0.99654	0.99794	0.99873	0.99908	0.99941	0.99959
6.55	0.73067	0.99657	0.99795	0.99874	0.99909	0.99941	0.9996
6.56	0.73118	0.99659	0.99797	0.99875	0.9991	0.99941	0.9996
6.57	0.73169	0.99661	0.99798	0.99876	0.99911	0.99942	0.99961
6.58	0.73219	0.99664	0.998	0.99877	0.99912	0.99942	0.99961
6.59	0.7327	0.99666	0.99801	0.99878	0.99912	0.99943	0.99962
6.6	0.73321	0.99668	0.99803	0.99879	0.99913	0.99943	0.99962
6.61	0.73371	0.99671	0.99804	0.9988	0.99914	0.99943	0.99963
6.62	0.73421	0.99673	0.99806	0.99881	0.99915	0.99944	0.99963
6.63	0.73472	0.99675	0.99807	0.99882	0.99915	0.99944	0.99964
6.64	0.73522	0.99678	0.99809	0.99883	0.99916	0.99945	0.99964
6.65	0.73572	0.9968	0.9981	0.99884	0.99917	0.99945	0.99965
6.66	0.73622	0.99682	0.99812	0.99885	0.99917	0.99945	0.99965
6.67	0.73672	0.99684	0.99813	0.99886	0.99918	0.99946	0.99965
6.68	0.73722	0.99686	0.99814	0.99887	0.99919	0.99946	0.99966
6.69	0.73772	0.99689	0.99816	0.99888	0.99919	0.99947	0.99966
6.7	0.73821	0.99691	0.99817	0.99889	0.9992	0.99947	0.99967
6.71	0.73871	0.99693	0.99818	0.9989	0.99921	0.99948	0.99967
6.72	0.7392	0.99695	0.9982	0.99891	0.99921	0.99948	0.99967
6.73	0.7397	0.99697	0.99821	0.99892	0.99922	0.99948	0.99968
6.74	0.74019	0.99699	0.99823	0.99893	0.99923	0.99949	0.99968
6.75	0.74068	0.99701	0.99824	0.99894	0.99923	0.99949	0.99968
6.76	0.74117	0.99704	0.99825	0.99895	0.99924	0.9995	0.99969
6.77	0.74166	0.99706	0.99826	0.99895	0.99925	0.9995	0.99969
6.78	0.74215	0.99708	0.99828	0.99896	0.99925	0.9995	0.99969
6.79	0.74264	0.9971	0.99829	0.99897	0.99926	0.99951	0.9997
6.8	0.74313	0.99712	0.9983	0.99898	0.99926	0.99951	0.9997
6.81	0.74361	0.99714	0.99832	0.99899	0.99927	0.99952	0.9997
6.82	0.7441	0.99716	0.99833	0.999	0.99927	0.99952	0.99971
6.83	0.74458	0.99718	0.99834	0.99901	0.99928	0.99952	0.99971
6.84	0.74507	0.9972	0.99835	0.99901	0.99929	0.99953	0.99971
6.85	0.74555	0.99722	0.99837	0.99902	0.99929	0.99953	0.99972
6.86	0.74603	0.99724	0.99838	0.99903	0.9993	0.99954	0.99972
6.87	0.74651	0.99726	0.99839	0.99904	0.9993	0.99954	0.99972
6.88	0.74699	0.99727	0.9984	0.99905	0.99931	0.99955	0.99972
6.89	0.74747	0.99729	0.99842	0.99906	0.99931	0.99955	0.99973
6.9	0.74795	0.99731	0.99843	0.99906	0.99932	0.99955	0.99973
6.91	0.74842	0.99733	0.99844	0.99907	0.99932	0.99956	0.99973
6.92	0.7489	0.99735	0.99845	0.99908	0.99933	0.99956	0.99973
6.93	0.74938	0.99737	0.99846	0.99909	0.99933	0.99957	0.99974
6.94	0.74985	0.99739	0.99848	0.99909	0.99934	0.99957	0.99974
6.95	0.75032	0.9974	0.99849	0.9991	0.99934	0.99957	0.99974
6.96	0.7508	0.99742	0.9985	0.99911	0.99935	0.99958	0.99974
6.97	0.75127	0.99744	0.99851	0.99912	0.99935	0.99958	0.99975
6.98	0.75174	0.99746	0.99852	0.99912	0.99936	0.99958	0.99975
6.99	0.75221	0.99748	0.99853	0.99913	0.99936	0.99959	0.99975
7	0.75268	0.99749	0.99854	0.99914	0.99937	0.99959	0.99975
7.01	0.75315	0.99751	0.99856	0.99914	0.99937	0.9996	0.99975
7.02	0.75361	0.99753	0.99857	0.99915	0.99938	0.9996	0.99976
7.03	0.75408	0.99755	0.99858	0.99916	0.99938	0.9996	0.99976
7.04	0.75455	0.99756	0.99859	0.99917	0.99939	0.99961	0.99976
7.05	0.75501	0.99758	0.9986	0.99917	0.99939	0.99961	0.99976
7.06	0.75547	0.9976	0.99861	0.99918	0.9994	0.99962	0.99976
7.07	0.75594	0.99761	0.99862	0.99919	0.9994	0.99962	0.99976
7.08	0.7564	0.99763	0.99863	0.99919	0.99941	0.99962	0.99977
7.09	0.75686	0.99765	0.99864	0.9992	0.99941	0.99963	0.99977
7.1	0.75732	0.99766	0.99865	0.99921	0.99942	0.99963	0.99977
7.11	0.75778	0.99768	0.99866	0.99921	0.99942	0.99963	0.99977
7.12	0.75824	0.9977	0.99867	0.99922	0.99942	0.99964	0.99977
7.13	0.7587	0.99771	0.99868	0.99922	0.99943	0.99964	0.99977
7.14	0.75915	0.99773	0.99869	0.99923	0.99943	0.99964	0.99978
7.15	0.75961	0.99774	0.9987	0.99924	0.99944	0.99965	0.99978
7.16	0.76006	0.99776	0.99871	0.99924	0.99944	0.99965	0.99978
7.17	0.76052	0.99778	0.99872	0.99925	0.99945	0.99965	0.99978
7.18	0.76097	0.99779	0.99873	0.99925	0.99945	0.99966	0.99978
7.19	0.76142	0.99781	0.99874	0.99926	0.99945	0.99966	0.99978
7.2	0.76187	0.99782	0.99875	0.99927	0.99946	0.99966	0.99978
7.21	0.76233	0.99784	0.99876	0.99927	0.99946	0.99967	0.99979
7.22	0.76278	0.99785	0.99877	0.99928	0.99947	0.99967	0.99979
7.23	0.76322	0.99787	0.99878	0.99928	0.99947	0.99967	0.99979
7.24	0.76367	0.99788	0.99879	0.99929	0.99947	0.99968	0.99979
7.25	0.76412	0.9979	0.9988	0.99929	0.99948	0.99968	0.99979
7.26	0.76457	0.99791	0.99881	0.9993	0.99948	0.99968	0.99979
7.27	0.76501	0.99793	0.99882	0.99931	0.99949	0.99969	0.99979
7.28	0.76546	0.99794	0.99883	0.99931	0.99949	0.99969	0.9998
7.29	0.7659	0.99796	0.99884	0.99932	0.99949	0.99969	0.9998
7.3	0.76634	0.99797	0.99885	0.99932	0.9995	0.9997	0.9998
7.31	0.76679	0.99799	0.99885	0.99933	0.9995	0.9997	0.9998
7.32	0.76723	0.998	0.99886	0.99933	0.99951	0.9997	0.9998
7.33	0.76767	0.99801	0.99887	0.99934	0.99951	0.9997	0.9998
7.34	0.76811	0.99803	0.99888	0.99934	0.99951	0.99971	0.9998
7.35	0.76855	0.99804	0.99889	0.99935	0.99952	0.99971	0.99981
7.36	0.76899	0.99806	0.9989	0.99935	0.99952	0.99971	0.99981
7.37	0.76942	0.99807	0.99891	0.99936	0.99952	0.99972	0.99981
7.38	0.76986	0.99808	0.99892	0.99936	0.99953	0.99972	0.99981
7.39	0.77029	0.9981	0.99892	0.99937	0.99953	0.99972	0.99981
7.4	0.77073	0.99811	0.99893	0.99937	0.99954	0.99972	0.99981
7.41	0.77116	0.99812	0.99894	0.99938	0.99954	0.99973	0.99981
7.42	0.7716	0.99814	0.99895	0.99938	0.99954	0.99973	0.99981
7.43	0.77203	0.99815	0.99896	0.99939	0.99955	0.99973	0.99982
7.44	0.77246	0.99816	0.99896	0.99939	0.99955	0.99973	0.99982
7.45	0.77289	0.99818	0.99897	0.9994	0.99955	0.99974	0.99982
7.46	0.77332	0.99819	0.99898	0.9994	0.99956	0.99974	0.99982
7.47	0.77375	0.9982	0.99899	0.99941	0.99956	0.99974	0.99982
7.48	0.77418	0.99821	0.999	0.99941	0.99956	0.99974	0.99982
7.49	0.77461	0.99823	0.999	0.99942	0.99957	0.99975	0.99982
7.5	0.77503	0.99824	0.99901	0.99942	0.99957	0.99975	0.99982
7.51	0.77546	0.99825	0.99902	0.99942	0.99957	0.99975	0.99983
7.52	0.77588	0.99826	0.99903	0.99943	0.99958	0.99975	0.99983
7.53	0.77631	0.99828	0.99903	0.99943	0.99958	0.99976	0.99983
7.54	0.77673	0.99829	0.99904	0.99944	0.99958	0.99976	0.99983
7.55	0.77715	0.9983	0.99905	0.99944	0.99959	0.99976	0.99983
7.56	0.77758	0.99831	0.99906	0.99945	0.99959	0.99976	0.99983
7.57	0.778	0.99832	0.99906	0.99945	0.99959	0.99976	0.99983
7.58	0.77842	0.99834	0.99907	0.99945	0.9996	0.99977	0.99984
7.59	0.77884	0.99835	0.99908	0.99946	0.9996	0.99977	0.99984
7.6	0.77925	0.99836	0.99908	0.99946	0.9996	0.99977	0.99984
7.61	0.77967	0.99837	0.99909	0.99947	0.99961	0.99977	0.99984
7.62	0.78009	0.99838	0.9991	0.99947	0.99961	0.99977	0.99984
7.63	0.78051	0.99839	0.99911	0.99948	0.99961	0.99978	0.99984
7.64	0.78092	0.99841	0.99911	0.99948	0.99962	0.99978	0.99984
7.65	0.78134	0.99842	0.99912	0.99948	0.99962	0.99978	0.99984
7.66	0.78175	0.99843	0.99913	0.99949	0.99962	0.99978	0.99985
7.67	0.78216	0.99844	0.99913	0.99949	0.99963	0.99978	0.99985
7.68	0.78258	0.99845	0.99914	0.9995	0.99963	0.99979	0.99985
7.69	0.78299	0.99846	0.99915	0.9995	0.99963	0.99979	0.99985
7.7	0.7834	0.99847	0.99915	0.9995	0.99964	0.99979	0.99985
7.71	0.78381	0.99848	0.99916	0.99951	0.99964	0.99979	0.99985
7.72	0.78422	0.99849	0.99916	0.99951	0.99964	0.99979	0.99985
7.73	0.78463	0.9985	0.99917	0.99951	0.99964	0.99979	0.99986
7.74	0.78503	0.99852	0.99918	0.99952	0.99965	0.9998	0.99986
7.75	0.78544	0.99853	0.99918	0.99952	0.99965	0.9998	0.99986
7.76	0.78585	0.99854	0.99919	0.99953	0.99965	0.9998	0.99986
7.77	0.78625	0.99855	0.9992	0.99953	0.99966	0.9998	0.99986
7.78	0.78666	0.99856	0.9992	0.99953	0.99966	0.9998	0.99986
7.79	0.78706	0.99857	0.99921	0.99954	0.99966	0.9998	0.99986
7.8	0.78746	0.99858	0.99921	0.99954	0.99967	0.99981	0.99986
7.81	0.78786	0.99859	0.99922	0.99954	0.99967	0.99981	0.99987
7.82	0.78827	0.9986	0.99923	0.99955	0.99967	0.99981	0.99987
7.83	0.78867	0.99861	0.99923	0.99955	0.99967	0.99981	0.99987
7.84	0.78907	0.99862	0.99924	0.99955	0.99968	0.99981	0.99987
7.85	0.78947	0.99863	0.99924	0.99956	0.99968	0.99981	0.99987
7.86	0.78987	0.99864	0.99925	0.99956	0.99968	0.99982	0.99987
7.87	0.79026	0.99865	0.99926	0.99956	0.99968	0.99982	0.99987
7.88	0.79066	0.99866	0.99926	0.99957	0.99969	0.99982	0.99987
7.89	0.79106	0.99867	0.99927	0.99957	0.99969	0.99982	0.99988
7.9	0.79145	0.99868	0.99927	0.99957	0.99969	0.99982	0.99988
7.91	0.79185	0.99869	0.99928	0.99958	0.99969	0.99982	0.99988
7.92	0.79224	0.99869	0.99928	0.99958	0.9997	0.99982	0.99988
7.93	0.79263	0.9987	0.99929	0.99958	0.9997	0.99983	0.99988
7.94	0.79303	0.99871	0.99929	0.99959	0.9997	0.99983	0.99988
7.95	0.79342	0.99872	0.9993	0.99959	0.99971	0.99983	0.99988
7.96	0.79381	0.99873	0.9993	0.99959	0.99971	0.99983	0.99988
7.97	0.7942	0.99874	0.99931	0.9996	0.99971	0.99983	0.99989
7.98	0.79459	0.99875	0.99931	0.9996	0.99971	0.99983	0.99989
7.99	0.79498	0.99876	0.99932	0.9996	0.99972	0.99983	0.99989
8	0.79537	0.99877	0.99933	0.99961	0.99972	0.99983	0.99989
8.01	0.79575	0.99878	0.99933	0.99961	0.99972	0.99984	0.99989
8.02	0.79614	0.99878	0.99934	0.99961	0.99972	0.99984	0.99989
8.03	0.79653	0.99879	0.99934	0.99962	0.99972	0.99984	0.99989
8.04	0.79691	0.9988	0.99935	0.99962	0.99973	0.99984	0.99989
8.05	0.79729	0.99881	0.99935	0.99962	0.99973	0.99984	0.99989
8.06	0.79768	0.99882	0.99936	0.99963	0.99973	0.99984	0.9999
8.07	0.79806	0.99883	0.99936	0.99963	0.99973	0.99984	0.9999
8.08	0.79844	0.99884	0.99936	0.99963	0.99974	0.99985	0.9999
8.09	0.79883	0.99884	0.99937	0.99963	0.99974	0.99985	0.9999
8.1	0.79921	0.99885	0.99937	0.99964	0.99974	0.99985	0.9999
8.11	0.79959	0.99886	0.99938	0.99964	0.99974	0.99985	0.9999
8.12	0.79997	0.99887	0.99938	0.99964	0.99975	0.99985	0.9999
8.13	0.80034	0.99888	0.99939	0.99965	0.99975	0.99985	0.9999
8.14	0.80072	0.99888	0.99939	0.99965	0.99975	0.99985	0.9999
8.15	0.8011	0.99889	0.9994	0.99965	0.99975	0.99985	0.9999
8.16	0.80148	0.9989	0.9994	0.99965	0.99975	0.99985	0.99991
8.17	0.80185	0.99891	0.99941	0.99966	0.99976	0.99986	0.99991
8.18	0.80223	0.99892	0.99941	0.99966	0.99976	0.99986	0.99991
8.19	0.8026	0.99892	0.99942	0.99966	0.99976	0.99986	0.99991
8.2	0.80297	0.99893	0.99942	0.99966	0.99976	0.99986	0.99991
8.21	0.80335	0.99894	0.99942	0.99967	0.99976	0.99986	0.99991
8.22	0.80372	0.99895	0.99943	0.99967	0.99977	0.99986	0.99991
8.23	0.80409	0.99895	0.99943	0.99967	0.99977	0.99986	0.99991
8.24	0.80446	0.99896	0.99944	0.99968	0.99977	0.99986	0.99991
8.25	0.80483	0.99897	0.99944	0.99968	0.99977	0.99986	0.99991
8.26	0.8052	0.99898	0.99945	0.99968	0.99977	0.99987	0.99991
8.27	0.80557	0.99898	0.99945	0.99968	0.99978	0.99987	0.99991
8.28	0.80594	0.99899	0.99945	0.99969	0.99978	0.99987	0.99992
8.29	0.80631	0.999	0.99946	0.99969	0.99978	0.99987	0.99992
8.3	0.80667	0.999	0.99946	0.99969	0.99978	0.99987	0.99992
8.31	0.80704	0.99901	0.99947	0.99969	0.99978	0.99987	0.99992
8.32	0.8074	0.99902	0.99947	0.9997	0.99978	0.99987	0.99992
8.33	0.80777	0.99903	0.99947	0.9997	0.99979	0.99987	0.99992
8.34	0.80813	0.99903	0.99948	0.9997	0.99979	0.99987	0.99992
8.35	0.8085	0.99904	0.99948	0.9997	0.99979	0.99988	0.99992
8.36	0.80886	0.99905	0.99949	0.99971	0.99979	0.99988	0.99992
8.37	0.80922	0.99905	0.99949	0.99971	0.99979	0.99988	0.99992
8.38	0.80958	0.99906	0.99949	0.99971	0.9998	0.99988	0.99992
8.39	0.80994	0.99907	0.9995	0.99971	0.9998	0.99988	0.99992
8.4	0.8103	0.99907	0.9995	0.99971	0.9998	0.99988	0.99992
8.41	0.81066	0.99908	0.9995	0.99972	0.9998	0.99988	0.99993
8.42	0.81102	0.99909	0.99951	0.99972	0.9998	0.99988	0.99993
8.43	0.81138	0.99909	0.99951	0.99972	0.9998	0.99988	0.99993
8.44	0.81173	0.9991	0.99952	0.99972	0.99981	0.99988	0.99993
8.45	0.81209	0.99911	0.99952	0.99973	0.99981	0.99989	0.99993
8.46	0.81245	0.99911	0.99952	0.99973	0.99981	0.99989	0.99993
8.47	0.8128	0.99912	0.99953	0.99973	0.99981	0.99989	0.99993
8.48	0.81315	0.99912	0.99953	0.99973	0.99981	0.99989	0.99993
8.49	0.81351	0.99913	0.99953	0.99973	0.99981	0.99989	0.99993
8.5	0.81386	0.99914	0.99954	0.99974	0.99982	0.99989	0.99993
8.51	0.81421	0.99914	0.99954	0.99974	0.99982	0.99989	0.99993
